Date,SKU,Product Name,Category,Units Sold,Unit Cost,Unit Price,Inventory On Hand,Revenue,COGS,Gross Margin %,Discount,Net Profit
2025-04-01,SKU-BAK-070,Pasta 16oz,Bakery,17,5.75,9.81,13,166.72,97.67,41.42,3.18,65.87
2025-06-03,SKU-HOU-067,Granola Bars 12ct,Household,26,7.77,12.29,186,319.56,201.93,36.81,9.25,108.38
2025-10-20,SKU-BEV-101,Frozen Pizza,Beverages,9,9.94,14.11,198,127.03,89.48,29.56,0.18,37.37
2025-12-23,SKU-SNK-013,Apples (3lb bag),Snacks,19,17.94,22.52,120,427.97,340.87,20.35,50.80,36.30
2025-02-18,SKU-PRD-026,Soda 12oz 6pk,Produce,17,10.22,12.32,69,209.36,173.76,17.00,8.28,27.32
2025-05-20,SKU-HOU-073,Dish Soap 24oz,Household,21,0.95,1.81,63,38.01,20.04,47.28,3.36,14.61
2025-06-22,SKU-FRZ-053,Bananas (lb),Frozen,25,4.59,9.42,56,235.45,114.66,51.30,11.64,109.14
2025-09-05,SKU-MET-105,Greek Yogurt 4pk,Meat,24,3.80,6.47,188,155.35,91.24,41.27,23.64,40.47
2025-09-06,SKU-SNK-080,Eggs 12ct,Snacks,12,10.48,16.83,132,201.95,125.76,37.73,28.11,48.08
2025-11-02,SKU-DRY-092,Potato Chips 8oz,Dairy,25,11.39,14.45,145,361.30,284.70,21.20,32.75,43.86
2025-08-18,SKU-PRD-022,Orange Juice 1L,Produce,16,16.98,23.73,33,379.69,271.69,28.44,68.12,39.89
2025-08-15,SKU-HOU-020,Frozen Pizza,Household,4,12.59,22.11,118,88.45,50.36,43.06,2.32,35.77
2025-05-06,SKU-SEA-083,Apples (3lb bag),Seafood,24,10.06,19.37,196,464.84,241.47,48.05,54.53,168.84
2025-04-07,SKU-BEV-069,Apples (3lb bag),Beverages,8,10.70,16.35,126,130.80,85.60,34.56,4.62,40.58
2025-12-12,SKU-PAN-076,Whole Milk 1gal,Pantry,21,1.32,2.53,71,53.11,27.80,47.65,7.76,17.55
2025-04-14,SKU-SNK-012,Potato Chips 8oz,Snacks,3,14.92,21.57,106,64.70,44.77,30.81,9.79,10.14
2025-09-06,SKU-PRD-119,Eggs 12ct,Produce,3,1.46,2.84,218,8.51,4.38,48.55,0.52,3.61
2025-10-23,SKU-BEV-081,Laundry Detergent 64oz,Beverages,11,4.57,9.40,75,103.41,50.24,51.42,18.51,34.67
2025-04-17,SKU-BEV-081,Granola Bars 12ct,Beverages,27,15.87,24.41,54,658.98,428.52,34.97,52.57,177.89
2025-04-27,SKU-MET-099,Frozen Pizza,Meat,28,12.67,23.81,192,666.59,354.76,46.78,57.03,254.80
2025-03-08,SKU-SNK-038,Bananas (lb),Snacks,18,4.25,7.32,106,131.76,76.42,42.00,17.85,37.49
2025-04-06,SKU-BAK-023,Salmon Fillet (lb),Bakery,18,10.58,14.64,176,263.53,190.49,27.72,4.83,68.21
2025-10-08,SKU-DRY-119,Eggs 12ct,Dairy,11,16.67,33.83,99,372.08,183.35,50.72,55.85,132.88
2025-02-21,SKU-BEV-034,Pasta 16oz,Beverages,21,5.16,10.02,75,210.52,108.30,48.55,26.99,75.23
2025-04-07,SKU-PAN-096,Rice 5lb,Pantry,27,6.27,11.29,29,304.80,169.21,44.49,54.09,81.50
2025-01-14,SKU-FRZ-095,Pasta 16oz,Frozen,28,0.85,1.28,18,35.82,23.68,33.87,4.40,7.74
2025-12-28,SKU-PRD-102,Dish Soap 24oz,Produce,18,4.74,6.21,194,111.72,85.33,23.63,19.25,7.15
2025-09-02,SKU-DRY-116,Soda 12oz 6pk,Dairy,21,15.67,26.66,129,559.88,329.10,41.22,37.83,192.95
2025-05-28,SKU-PAN-052,Chicken Breast (lb),Pantry,30,2.83,5.54,197,166.16,84.90,48.90,8.57,72.68
2025-08-05,SKU-SNK-060,Frozen Pizza,Snacks,26,15.70,31.44,110,817.49,408.24,50.06,93.91,315.33
2025-07-07,SKU-BEV-087,Salmon Fillet (lb),Beverages,6,15.42,24.74,50,148.42,92.52,37.66,24.78,31.11
2025-06-02,SKU-FRZ-043,Eggs 12ct,Frozen,26,8.61,17.40,16,452.37,223.97,50.49,44.28,184.12
2025-06-11,SKU-SNK-120,Granola Bars 12ct,Snacks,19,8.00,15.64,75,297.22,152.03,48.85,11.01,134.18
2025-03-16,SKU-SNK-100,Ground Beef 1lb,Snacks,1,2.81,5.07,132,5.07,2.81,44.57,0.20,2.07
2025-10-05,SKU-HOU-106,Soda 12oz 6pk,Household,8,6.05,9.02,76,72.19,48.38,32.99,7.32,16.50
2025-10-10,SKU-HOU-098,Ground Beef 1lb,Household,6,6.69,9.21,73,55.25,40.13,27.38,0.95,14.18
2025-08-31,SKU-BAK-111,Potato Chips 8oz,Bakery,6,7.18,13.05,152,78.31,43.07,45.00,12.29,22.95
2025-01-24,SKU-SNK-033,Ground Beef 1lb,Snacks,26,2.30,3.13,148,81.29,59.89,26.33,9.25,12.16
2025-06-17,SKU-FRZ-092,Eggs 12ct,Frozen,19,12.65,18.78,7,356.83,240.31,32.66,50.64,65.88
2025-10-03,SKU-MET-034,Laundry Detergent 64oz,Meat,19,5.71,10.27,168,195.21,108.46,44.44,16.20,70.54
2025-11-28,SKU-HOU-086,Salmon Fillet (lb),Household,1,16.93,30.68,178,30.68,16.93,44.83,4.65,9.10
2025-03-05,SKU-FRZ-059,Salmon Fillet (lb),Frozen,24,1.62,2.54,179,61.01,38.99,36.08,10.48,11.54
2025-03-01,SKU-BAK-050,Orange Juice 1L,Bakery,11,16.33,23.92,152,263.08,179.65,31.71,7.77,75.66
2025-08-08,SKU-BAK-010,Ground Beef 1lb,Bakery,12,17.43,34.16,216,409.96,209.18,48.98,15.63,185.15
2025-03-14,SKU-DRY-090,Eggs 12ct,Dairy,13,13.70,24.03,45,312.40,178.14,42.98,24.66,109.60
2025-12-08,SKU-PRD-043,Orange Juice 1L,Produce,22,15.84,30.48,3,670.54,348.44,48.04,110.61,211.49
2025-05-23,SKU-BAK-002,Sourdough Bread,Bakery,5,12.85,16.79,187,83.94,64.23,23.48,12.37,7.34
2025-07-27,SKU-PRD-050,Chicken Breast (lb),Produce,16,3.69,5.25,190,84.07,59.03,29.79,1.90,23.14
2025-07-20,SKU-SNK-110,Paper Towels 6ct,Snacks,25,3.72,6.09,64,152.28,92.97,38.94,5.09,54.22
2025-07-14,SKU-HOU-053,Orange Juice 1L,Household,28,9.11,14.45,68,404.58,254.96,36.98,12.45,137.17
2025-04-17,SKU-BEV-037,Olive Oil 1L,Beverages,12,17.88,36.26,19,435.15,214.51,50.71,52.06,168.58
2025-06-02,SKU-MET-085,Potato Chips 8oz,Meat,28,17.63,25.84,154,723.64,493.52,31.80,107.68,122.44
2025-05-29,SKU-HOU-038,Granola Bars 12ct,Household,13,5.21,8.60,219,111.83,67.75,39.42,10.53,33.55
2025-04-03,SKU-MET-050,Potato Chips 8oz,Meat,6,13.15,26.74,26,160.45,78.92,50.81,16.05,65.49
2025-09-21,SKU-FRZ-009,Laundry Detergent 64oz,Frozen,22,5.12,6.79,89,149.47,112.69,24.61,23.51,13.27
2025-09-28,SKU-BAK-064,Pasta 16oz,Bakery,8,15.06,31.33,101,250.65,120.45,51.94,16.57,113.62
2025-09-05,SKU-DRY-086,Laundry Detergent 64oz,Dairy,4,14.00,23.37,191,93.49,55.99,40.11,2.54,34.96
2025-11-24,SKU-MET-007,Granola Bars 12ct,Meat,24,1.83,2.23,131,53.59,43.81,18.24,4.82,4.96
2025-04-17,SKU-FRZ-058,Whole Milk 1gal,Frozen,20,11.99,22.15,207,442.92,239.87,45.84,51.61,151.45
2025-01-19,SKU-SNK-034,Whole Milk 1gal,Snacks,4,6.69,10.05,172,40.18,26.76,33.42,4.63,8.80
2025-08-06,SKU-FRZ-042,Greek Yogurt 4pk,Frozen,15,13.73,27.87,53,417.98,205.91,50.74,23.12,188.95
2025-03-12,SKU-DRY-035,Dish Soap 24oz,Dairy,15,15.88,25.52,144,382.76,238.25,37.76,54.95,89.57
2025-12-30,SKU-MET-106,Whole Milk 1gal,Meat,13,9.78,19.55,102,254.13,127.18,49.95,38.19,88.76
2025-12-02,SKU-PAN-070,Granola Bars 12ct,Pantry,4,13.81,25.99,160,103.96,55.24,46.87,15.72,33.00
2025-11-07,SKU-PRD-092,Soda 12oz 6pk,Produce,10,5.22,9.99,31,99.88,52.24,47.70,6.60,41.04
2025-07-03,SKU-HOU-001,Eggs 12ct,Household,27,12.56,25.53,173,689.25,339.04,50.81,118.57,231.64
2025-10-17,SKU-BEV-073,Salmon Fillet (lb),Beverages,1,16.11,24.66,218,24.66,16.11,34.69,3.20,5.35
2025-11-28,SKU-HOU-082,Granola Bars 12ct,Household,23,12.29,20.78,186,478.05,282.74,40.86,59.49,135.82
2025-10-17,SKU-PAN-088,Apples (3lb bag),Pantry,6,8.85,16.76,146,100.56,53.11,47.18,7.10,40.35
2025-12-11,SKU-BAK-074,Granola Bars 12ct,Bakery,15,9.32,16.78,192,251.72,139.80,44.46,38.36,73.56
2025-08-14,SKU-SNK-080,Potato Chips 8oz,Snacks,20,6.40,11.53,73,230.56,127.96,44.50,6.79,95.81
2025-12-12,SKU-MET-079,Sourdough Bread,Meat,17,8.90,15.90,118,270.30,151.38,43.99,12.78,106.13
2025-05-16,SKU-SNK-079,Soda 12oz 6pk,Snacks,21,2.75,3.54,157,74.26,57.82,22.14,9.53,6.92
2025-04-29,SKU-BAK-073,Soda 12oz 6pk,Bakery,17,8.65,13.27,58,225.51,146.99,34.82,33.06,45.47
2025-05-08,SKU-BEV-111,Soda 12oz 6pk,Beverages,14,8.69,10.44,150,146.20,121.62,16.82,4.32,20.27
2025-01-09,SKU-PRD-083,Rice 5lb,Produce,7,1.48,2.39,185,16.76,10.34,38.31,0.48,5.94
2025-09-12,SKU-HOU-082,Salmon Fillet (lb),Household,5,15.93,26.53,133,132.63,79.67,39.93,19.61,33.34
2025-02-20,SKU-FRZ-050,Pasta 16oz,Frozen,24,9.86,20.61,147,494.69,236.53,52.19,73.96,184.20
2025-10-10,SKU-SNK-118,Chicken Breast (lb),Snacks,3,8.82,14.46,20,43.39,26.46,39.01,5.58,11.35
2025-04-12,SKU-HOU-069,Paper Towels 6ct,Household,4,1.10,2.06,125,8.26,4.39,46.82,0.92,2.95
2025-03-07,SKU-SEA-019,Paper Towels 6ct,Seafood,14,12.88,25.98,58,363.77,180.32,50.43,26.15,157.31
2025-10-02,SKU-MET-073,Orange Juice 1L,Meat,28,5.74,9.89,169,277.03,160.67,42.00,11.95,104.42
2025-05-10,SKU-HOU-012,Soda 12oz 6pk,Household,27,1.28,2.00,205,53.88,34.65,35.68,2.29,16.94
2025-07-23,SKU-SNK-055,Frozen Pizza,Snacks,13,1.57,3.05,86,39.67,20.45,48.44,1.12,18.10
2025-01-25,SKU-PRD-078,Potato Chips 8oz,Produce,9,6.84,13.77,51,123.92,61.56,50.32,8.54,53.82
2025-09-02,SKU-PAN-085,Greek Yogurt 4pk,Pantry,14,5.00,9.67,166,135.36,70.00,48.29,21.47,43.89
2025-07-15,SKU-SNK-001,Rice 5lb,Snacks,28,1.95,3.98,19,111.41,54.56,51.03,17.40,39.46
2025-01-15,SKU-HOU-006,Greek Yogurt 4pk,Household,5,17.94,24.55,190,122.75,89.71,26.92,4.11,28.93
2025-08-12,SKU-SEA-082,Sourdough Bread,Seafood,1,11.91,15.80,20,15.80,11.91,24.65,2.02,1.87
2025-04-07,SKU-MET-107,Rice 5lb,Meat,27,3.21,5.11,193,138.02,86.65,37.22,12.27,39.10
2025-01-21,SKU-SNK-015,Paper Towels 6ct,Snacks,29,17.16,21.30,212,617.57,497.76,19.40,67.52,52.29
2025-09-13,SKU-SEA-031,Apples (3lb bag),Seafood,7,9.19,14.45,138,101.16,64.30,36.44,4.74,32.12
2025-02-03,SKU-PRD-015,Ground Beef 1lb,Produce,7,6.23,11.07,119,77.49,43.60,43.74,8.44,25.46
2025-04-14,SKU-BAK-018,Salmon Fillet (lb),Bakery,15,14.78,24.11,63,361.72,221.75,38.70,60.53,79.43
2025-04-07,SKU-SEA-028,Pasta 16oz,Seafood,28,11.54,19.74,11,552.64,323.05,41.54,22.29,207.30
2025-06-27,SKU-PAN-099,Laundry Detergent 64oz,Pantry,20,8.92,18.62,151,372.43,178.33,52.12,61.57,132.53
2025-01-06,SKU-DRY-109,Chicken Breast (lb),Dairy,6,1.19,2.46,43,14.77,7.11,51.84,2.57,5.09
2025-02-22,SKU-PRD-016,Frozen Pizza,Produce,28,14.46,26.93,25,753.99,404.89,46.30,99.23,249.88
2025-12-14,SKU-BAK-071,Dish Soap 24oz,Bakery,20,11.61,23.33,65,466.63,232.29,50.22,7.51,226.83
2025-02-27,SKU-FRZ-025,Orange Juice 1L,Frozen,10,2.83,4.42,62,44.19,28.35,35.85,6.17,9.67
2025-07-31,SKU-HOU-089,Granola Bars 12ct,Household,3,6.80,9.08,56,27.25,20.41,25.11,4.38,2.47
2025-08-21,SKU-FRZ-026,Olive Oil 1L,Frozen,17,2.28,2.86,56,48.65,38.74,20.38,1.90,8.02
2025-01-23,SKU-SNK-060,Granola Bars 12ct,Snacks,21,8.27,10.49,78,220.27,173.57,21.20,29.86,16.84
2025-01-22,SKU-DRY-075,Bananas (lb),Dairy,5,3.40,4.63,180,23.16,17.00,26.61,3.61,2.55
2025-11-16,SKU-SNK-015,Granola Bars 12ct,Snacks,29,8.56,17.68,107,512.78,248.23,51.59,63.27,201.28
2025-01-13,SKU-PRD-073,Greek Yogurt 4pk,Produce,17,10.43,16.37,9,278.25,177.35,36.26,12.81,88.09
2025-10-18,SKU-MET-026,Frozen Pizza,Meat,9,13.27,18.24,183,164.19,119.40,27.28,23.02,21.77
2025-09-08,SKU-DRY-115,Paper Towels 6ct,Dairy,23,2.41,4.55,120,104.55,55.40,47.02,1.06,48.10
2025-05-07,SKU-HOU-120,Sourdough Bread,Household,18,15.67,27.07,177,487.23,282.05,42.11,16.27,188.91
2025-10-08,SKU-PRD-113,Apples (3lb bag),Produce,28,6.04,11.99,153,335.85,169.17,49.63,7.61,159.07
2025-12-04,SKU-MET-013,Apples (3lb bag),Meat,19,10.73,22.39,190,425.46,203.84,52.09,61.99,159.62
2025-11-26,SKU-DRY-089,Granola Bars 12ct,Dairy,15,15.14,24.07,107,361.04,227.16,37.08,40.91,92.97
2025-03-06,SKU-PRD-036,Greek Yogurt 4pk,Produce,9,5.59,7.44,177,67.00,50.30,24.92,3.45,13.24
2025-07-07,SKU-BAK-038,Potato Chips 8oz,Bakery,7,15.61,23.07,175,161.52,109.25,32.36,21.13,31.14
2025-02-05,SKU-PAN-046,Olive Oil 1L,Pantry,26,14.33,29.47,12,766.30,372.50,51.39,26.68,367.11
2025-12-15,SKU-SEA-027,Whole Milk 1gal,Seafood,22,5.19,9.33,13,205.36,114.14,44.42,7.93,83.29
2025-01-01,SKU-FRZ-054,Olive Oil 1L,Frozen,9,4.57,5.97,183,53.75,41.09,23.56,6.21,6.45
2025-11-20,SKU-PRD-066,Frozen Pizza,Produce,3,9.74,15.73,93,47.20,29.21,38.10,3.96,14.03
2025-12-13,SKU-PAN-047,Apples (3lb bag),Pantry,3,1.01,1.75,65,5.25,3.02,42.45,0.38,1.85
2025-05-10,SKU-BEV-001,Bananas (lb),Beverages,13,14.63,21.47,179,279.05,190.14,31.86,23.88,65.03
2025-04-07,SKU-SNK-070,Ground Beef 1lb,Snacks,6,13.82,28.79,10,172.75,82.93,52.00,6.82,83.00
2025-03-31,SKU-BEV-079,Rice 5lb,Beverages,27,3.43,6.92,180,186.89,92.53,50.49,9.38,84.98
2025-12-13,SKU-SEA-113,Granola Bars 12ct,Seafood,14,2.59,3.75,209,52.48,36.33,30.78,4.08,12.07
2025-04-26,SKU-HOU-017,Soda 12oz 6pk,Household,7,12.29,20.66,51,144.59,86.00,40.52,15.12,43.47
2025-05-12,SKU-BAK-084,Granola Bars 12ct,Bakery,6,7.81,12.81,118,76.84,46.88,38.99,5.51,24.45
2025-10-08,SKU-BAK-007,Granola Bars 12ct,Bakery,5,13.81,26.71,75,133.54,69.05,48.29,12.82,51.67
2025-01-21,SKU-SEA-114,Whole Milk 1gal,Seafood,25,3.46,5.33,166,133.18,86.53,35.03,11.02,35.63
2025-10-12,SKU-HOU-052,Apples (3lb bag),Household,10,5.17,7.50,19,74.99,51.73,31.01,9.39,13.86
2025-12-30,SKU-BEV-030,Dish Soap 24oz,Beverages,15,1.09,2.07,7,31.09,16.37,47.35,2.23,12.49
2025-03-05,SKU-PAN-006,Ground Beef 1lb,Pantry,29,6.02,9.42,35,273.23,174.65,36.08,16.24,82.34
2025-01-30,SKU-BEV-062,Chicken Breast (lb),Beverages,14,2.21,4.55,60,63.72,30.93,51.46,1.34,31.45
2025-01-01,SKU-MET-053,Rice 5lb,Meat,12,10.60,19.64,200,235.64,127.16,46.04,40.66,67.82
2025-12-05,SKU-HOU-006,Paper Towels 6ct,Household,30,6.35,13.08,203,392.36,190.59,51.42,66.11,135.66
2025-04-12,SKU-SEA-069,Salmon Fillet (lb),Seafood,3,14.43,19.74,100,59.21,43.28,26.89,1.75,14.17
2025-01-14,SKU-BEV-021,Dish Soap 24oz,Beverages,1,13.50,16.57,19,16.57,13.50,18.50,0.28,2.79
2025-11-16,SKU-DRY-064,Dish Soap 24oz,Dairy,5,14.13,27.64,111,138.21,70.64,48.89,19.30,48.27
2025-11-25,SKU-BEV-039,Apples (3lb bag),Beverages,11,9.80,18.31,61,201.42,107.76,46.50,34.54,59.12
2025-04-03,SKU-DRY-001,Orange Juice 1L,Dairy,6,2.75,5.35,119,32.07,16.47,48.64,2.11,13.49
2025-06-07,SKU-MET-041,Soda 12oz 6pk,Meat,16,2.22,3.49,139,55.76,35.50,36.34,7.06,13.21
2025-04-15,SKU-HOU-111,Whole Milk 1gal,Household,10,11.68,18.79,82,187.87,116.79,37.83,22.49,48.59
2025-05-09,SKU-MET-038,Granola Bars 12ct,Meat,19,9.64,18.49,157,351.32,183.23,47.84,31.60,136.49
2025-10-26,SKU-HOU-072,Rice 5lb,Household,16,16.17,30.91,74,494.55,258.71,47.69,33.69,202.15
2025-10-03,SKU-BAK-014,Orange Juice 1L,Bakery,6,15.54,30.25,144,181.47,93.23,48.62,5.96,82.27
2025-04-20,SKU-PAN-003,Rice 5lb,Pantry,24,16.84,23.71,97,569.12,404.14,28.99,51.22,113.75
2025-07-01,SKU-MET-061,Chicken Breast (lb),Meat,18,17.11,23.18,22,417.22,308.07,26.16,4.88,104.27
2025-01-16,SKU-SEA-052,Bananas (lb),Seafood,9,15.44,31.70,168,285.27,138.95,51.29,14.11,132.21
2025-03-15,SKU-PAN-107,Paper Towels 6ct,Pantry,14,6.94,10.21,134,142.99,97.20,32.02,5.92,39.87
2025-08-11,SKU-BAK-018,Rice 5lb,Bakery,6,6.58,11.98,14,71.88,39.49,45.06,5.52,26.87
2025-06-04,SKU-SEA-117,Olive Oil 1L,Seafood,29,4.27,6.67,108,193.54,123.86,36.00,30.51,39.17
2025-02-23,SKU-PAN-040,Bananas (lb),Pantry,20,16.74,26.49,45,529.77,334.89,36.79,15.51,179.37
2025-09-26,SKU-PAN-094,Eggs 12ct,Pantry,1,2.62,4.78,35,4.78,2.62,45.07,0.65,1.50
2025-08-15,SKU-SEA-054,Dish Soap 24oz,Seafood,29,3.60,5.80,127,168.22,104.52,37.87,14.35,49.34
2025-11-24,SKU-BEV-046,Sourdough Bread,Beverages,11,10.93,13.34,176,146.74,120.21,18.08,0.13,26.40
2025-05-20,SKU-SNK-065,Potato Chips 8oz,Snacks,14,2.19,2.87,119,40.17,30.66,23.67,6.66,2.85
2025-04-12,SKU-PAN-001,Olive Oil 1L,Pantry,27,13.91,25.45,75,687.20,375.44,45.37,105.39,206.36
2025-06-13,SKU-BEV-058,Soda 12oz 6pk,Beverages,30,10.11,19.21,141,576.39,303.43,47.36,7.00,265.96
2025-03-01,SKU-BEV-073,Bananas (lb),Beverages,18,16.70,29.21,115,525.72,300.54,42.83,91.79,133.38
2025-08-17,SKU-PRD-012,Whole Milk 1gal,Produce,3,8.27,15.60,168,46.79,24.80,46.99,3.70,18.28
2025-02-22,SKU-BEV-107,Laundry Detergent 64oz,Beverages,11,10.51,21.14,60,232.57,115.58,50.30,37.07,79.92
2025-08-13,SKU-MET-013,Soda 12oz 6pk,Meat,29,3.75,6.43,97,186.40,108.61,41.74,2.73,75.06
2025-01-08,SKU-DRY-073,Soda 12oz 6pk,Dairy,13,7.88,15.32,134,199.10,102.44,48.55,33.08,63.58
2025-01-15,SKU-DRY-078,Chicken Breast (lb),Dairy,24,9.29,15.90,152,381.57,223.07,41.54,35.53,122.98
2025-01-04,SKU-DRY-094,Orange Juice 1L,Dairy,22,2.01,2.80,104,61.67,44.32,28.14,7.64,9.71
2025-08-22,SKU-PAN-098,Chicken Breast (lb),Pantry,18,12.45,23.30,66,419.36,224.13,46.55,57.59,137.63
2025-05-12,SKU-BEV-034,Apples (3lb bag),Beverages,26,17.99,33.43,182,869.22,467.76,46.19,27.89,373.57
2025-12-30,SKU-SNK-055,Potato Chips 8oz,Snacks,19,8.24,11.15,155,211.89,156.62,26.08,22.45,32.82
2025-12-07,SKU-SEA-091,Chicken Breast (lb),Seafood,19,9.85,17.04,138,323.67,187.10,42.19,16.35,120.22
2025-07-03,SKU-PAN-030,Eggs 12ct,Pantry,6,17.24,25.83,111,154.96,103.41,33.26,13.98,37.56
2025-02-16,SKU-DRY-072,Salmon Fillet (lb),Dairy,25,13.51,27.66,66,691.53,337.82,51.15,51.63,302.08
2025-03-22,SKU-BEV-033,Soda 12oz 6pk,Beverages,6,5.48,10.98,192,65.85,32.88,50.06,7.86,25.11
2025-03-17,SKU-BAK-062,Whole Milk 1gal,Bakery,5,9.92,15.14,170,75.69,49.58,34.50,12.02,14.09
2025-07-22,SKU-SEA-113,Potato Chips 8oz,Seafood,22,6.57,13.76,27,302.75,144.61,52.23,47.92,110.22
2025-08-11,SKU-HOU-094,Whole Milk 1gal,Household,4,4.95,5.95,204,23.78,19.79,16.79,3.48,0.51
2025-03-21,SKU-SNK-042,Frozen Pizza,Snacks,10,11.83,14.40,130,144.04,118.26,17.90,9.69,16.10
2025-11-21,SKU-BEV-106,Eggs 12ct,Beverages,11,6.65,10.77,19,118.49,73.18,38.24,8.89,36.42
2025-03-23,SKU-SNK-028,Orange Juice 1L,Snacks,3,12.28,17.64,162,52.91,36.85,30.36,5.59,10.48
2025-01-13,SKU-SNK-077,Salmon Fillet (lb),Snacks,5,3.98,6.62,61,33.12,19.88,39.97,5.53,7.71
2025-07-26,SKU-MET-038,Orange Juice 1L,Meat,10,5.88,9.29,32,92.93,58.81,36.71,1.09,33.03
2025-12-30,SKU-BAK-061,Pasta 16oz,Bakery,5,14.58,22.67,147,113.37,72.92,35.68,11.91,28.53
2025-10-27,SKU-BAK-049,Frozen Pizza,Bakery,15,11.51,21.46,23,321.92,172.65,46.37,23.14,126.13
2025-04-06,SKU-BEV-108,Frozen Pizza,Beverages,4,4.09,7.96,58,31.86,16.36,48.66,5.19,10.30
2025-08-16,SKU-SNK-036,Frozen Pizza,Snacks,24,15.18,20.59,179,494.14,364.29,26.28,1.26,128.60
2025-11-17,SKU-FRZ-004,Sourdough Bread,Frozen,4,6.01,9.40,50,37.62,24.06,36.05,6.02,7.54
2025-09-22,SKU-PRD-101,Soda 12oz 6pk,Produce,27,11.23,19.44,168,524.81,303.32,42.20,39.09,182.39
2025-09-04,SKU-HOU-029,Granola Bars 12ct,Household,1,7.98,16.15,193,16.15,7.98,50.57,0.47,7.70
2025-01-27,SKU-BEV-047,Sourdough Bread,Beverages,1,5.77,9.33,9,9.33,5.77,38.15,0.09,3.47
2025-12-19,SKU-DRY-114,Frozen Pizza,Dairy,13,4.58,7.86,50,102.23,59.49,41.81,17.66,25.08
2025-05-25,SKU-SNK-023,Eggs 12ct,Snacks,6,5.19,9.57,201,57.43,31.13,45.79,1.12,25.18
2025-06-15,SKU-FRZ-106,Eggs 12ct,Frozen,30,1.88,2.64,81,79.22,56.52,28.65,11.04,11.66
2025-12-26,SKU-FRZ-020,Salmon Fillet (lb),Frozen,21,0.81,1.54,196,32.34,17.11,47.10,0.76,14.47
2025-12-27,SKU-HOU-085,Bananas (lb),Household,9,8.74,18.08,146,162.69,78.63,51.67,4.10,79.96
2025-02-15,SKU-PRD-087,Apples (3lb bag),Produce,1,0.92,1.57,64,1.57,0.92,41.55,0.08,0.57
2025-12-31,SKU-DRY-088,Soda 12oz 6pk,Dairy,7,1.76,3.68,79,25.73,12.29,52.23,3.25,10.19
2025-12-29,SKU-HOU-059,Greek Yogurt 4pk,Household,12,2.20,4.19,177,50.24,26.39,47.47,7.50,16.35
2025-08-19,SKU-HOU-013,Bananas (lb),Household,23,6.89,10.42,39,239.66,158.41,33.90,32.80,48.45
2025-02-24,SKU-PRD-064,Olive Oil 1L,Produce,12,3.01,5.18,10,62.14,36.16,41.81,5.28,20.70
2025-08-27,SKU-BEV-091,Apples (3lb bag),Beverages,7,14.71,18.32,50,128.21,102.98,19.68,19.23,6.01
2025-12-18,SKU-MET-112,Frozen Pizza,Meat,23,1.83,2.85,55,65.64,42.09,35.88,3.34,20.21
2025-03-27,SKU-BAK-037,Eggs 12ct,Bakery,6,6.82,9.17,182,55.03,40.89,25.69,3.14,11.00
2025-08-06,SKU-DRY-116,Soda 12oz 6pk,Dairy,14,12.42,24.45,196,342.33,173.83,49.22,24.83,143.67
2025-10-22,SKU-DRY-024,Eggs 12ct,Dairy,20,10.59,13.83,92,276.66,211.80,23.45,48.36,16.51
2025-04-27,SKU-PRD-007,Laundry Detergent 64oz,Produce,19,8.51,12.17,163,231.26,161.61,30.12,31.09,38.56
2025-07-07,SKU-BAK-098,Potato Chips 8oz,Bakery,6,3.52,5.65,126,33.89,21.13,37.63,4.58,8.17
2025-04-12,SKU-MET-111,Bananas (lb),Meat,29,17.79,32.98,35,956.39,516.05,46.04,115.96,324.39
2025-11-27,SKU-DRY-059,Ground Beef 1lb,Dairy,8,7.06,10.63,151,85.02,56.45,33.60,5.15,23.41
2025-11-20,SKU-HOU-047,Apples (3lb bag),Household,26,13.20,18.83,141,489.58,343.25,29.89,13.37,132.95
2025-06-03,SKU-PRD-115,Salmon Fillet (lb),Produce,11,12.57,24.41,89,268.56,138.32,48.50,38.76,91.48
2025-04-17,SKU-PAN-070,Sourdough Bread,Pantry,9,12.67,15.22,24,136.98,114.00,16.78,0.61,22.38
2025-06-21,SKU-BEV-101,Greek Yogurt 4pk,Beverages,23,6.81,8.72,100,200.48,156.66,21.86,12.18,31.63
2025-12-28,SKU-SNK-093,Potato Chips 8oz,Snacks,21,3.19,5.87,19,123.37,67.09,45.62,13.30,42.98
2025-05-07,SKU-BEV-038,Bananas (lb),Beverages,2,2.79,3.92,138,7.84,5.57,28.94,0.38,1.89
2025-10-14,SKU-FRZ-120,Olive Oil 1L,Frozen,21,15.97,25.07,22,526.46,335.33,36.31,14.65,176.49
2025-11-27,SKU-HOU-069,Apples (3lb bag),Household,17,14.86,25.62,97,435.62,252.69,41.99,23.28,159.65
2025-08-30,SKU-SEA-005,Ground Beef 1lb,Seafood,30,11.67,15.29,79,458.83,350.17,23.68,46.18,62.47
2025-11-21,SKU-BEV-060,Chicken Breast (lb),Beverages,12,4.78,6.11,126,73.33,57.38,21.76,9.09,6.87
2025-10-20,SKU-FRZ-025,Salmon Fillet (lb),Frozen,4,9.49,17.79,218,71.18,37.95,46.68,2.09,31.14
2025-12-29,SKU-PRD-096,Ground Beef 1lb,Produce,3,9.17,16.98,76,50.95,27.52,45.99,1.90,21.53
